Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Predicted Label	Classification Type	Model Probability	Fold
1	Spectrogram 1	1	30.0	32.0	0	22050	MYSP_C1	false_positive	0.519	5
2	Spectrogram 1	1	32.0	34.0	0	22050	MYSP_C1	false_positive	0.5728	5
3	Spectrogram 1	1	38.0	40.0	0	22050	MYSP_C1	false_positive	0.4897	5
4	Spectrogram 1	1	42.0	44.0	0	22050	MYSP_C1	false_positive	0.5103	5
5	Spectrogram 1	1	44.0	46.0	0	22050	MYSP_C1	false_positive	0.6513	5
6	Spectrogram 1	1	52.0	54.0	0	22050	MYSP_C1	false_positive	0.5594	5
7	Spectrogram 1	1	54.0	56.0	0	22050	MYSP_C1	true_positive	0.7464	5
8	Spectrogram 1	1	56.0	58.0	0	22050	MYSP_C1	false_negative	0.2432	5
