fold,audio_file,begin_time,end_time,label,score,actual,pred,error_type
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,36.0,38.0,MYLO_C4,0.001407752712349958,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,38.0,40.0,MYLO_C4,0.03713763987841512,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,38.0,40.0,NOISE,0.7227669757958605,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,THAR_B2,0.36961952090280525,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,THAR_B1,0.7655067391728396,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,MYME_C1,0.18822370331596436,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,MYLO_C4,0.0420465569145321,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,THAR_B1,0.5497210401659411,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,MYME_C1,0.23530835675447226,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,MYLO_C4,0.01665901733724867,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,44.0,46.0,MYLO_C2,0.5990343678189496,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,44.0,46.0,MYLO_C4,0.20248689009649162,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,46.0,48.0,THAR_B2,0.46094898076871926,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,46.0,48.0,MYSP_C1,0.5734174279483539,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,48.0,50.0,MYLO_C4,0.4427343569470246,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,50.0,52.0,THAR_B1,0.6912073331289937,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,50.0,52.0,MYLO_C2,0.6767143634722678,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,52.0,54.0,THAR_B2,0.19745745197809378,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,52.0,54.0,THAR_B1,0.8653728084149461,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,52.0,54.0,MYLO_C4,0.12169089096750971,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_HAWK_12JUN2024_VILLAANA_MADREDEDIOS.wav,56.0,58.0,THAR_B1,0.8267339942801032,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,2.0,4.0,HARU_C2,0.4475230940761884,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,4.0,6.0,MYME_C1,0.7131501563970442,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,4.0,6.0,MYLO_C2,0.957461719562051,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,THAR_B2,0.13515885383620657,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,THAR_B1,0.5435790640033763,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,MYME_C1,0.8217733135244758,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,MYLO_C2,0.8209433725953653,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,8.0,10.0,NOISE,0.36000672791279176,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,10.0,12.0,MYLO_C2,0.5153016965286973,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,12.0,14.0,MYLO_C2,0.8123041130843599,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,14.0,16.0,MYME_C1,0.9014471873619146,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,14.0,16.0,MYLO_C2,0.8515243866114321,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,16.0,18.0,MYSP_C1,0.5418194548468139,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,18.0,20.0,MYLO_C4,0.003758733853879711,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,20.0,22.0,MYLO_C2,0.759539589176054,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,20.0,22.0,HARU_C2,0.03708823836643313,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,22.0,24.0,HARU_C1,0.02290719735613692,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,24.0,26.0,HARU_C1,0.16732787050854528,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,24.0,26.0,MYLO_C2,0.7371130644889048,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,26.0,28.0,MYLO_C4,0.021982156764744885,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,28.0,30.0,MYLO_C4,0.18512411974158885,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,28.0,30.0,NOISE,0.5856094765058906,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,30.0,32.0,MYLO_C2,0.8172251623614191,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,32.0,34.0,HARU_C1,0.24976176622835444,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,32.0,34.0,MYLO_C4,0.008957472739649894,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,32.0,34.0,HARU_C2,0.6290378534262072,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,34.0,36.0,THAR_B2,0.2913232891217562,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,36.0,38.0,MYLO_C2,0.47148912164388734,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,36.0,38.0,MYLO_C4,0.7599134019677436,0,1,false_positive
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,38.0,40.0,HARU_C1,0.17844349598039097,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,MYLO_C4,0.01655099790839793,1,0,false_negative
1,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,NOISE,0.717177087844475,0,1,false_positive
