fold,audio_file,begin_time,end_time,PREDICTED_STRING_LABEL,ACTUAL_STRING_LABEL,error_type
5,FFL-Annotations/Audio/TRIAL10_HAWK_17JUN2024_VILLAANA_MADREDEDIOS.wav,4.0,6.0,HARU_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL10_HAWK_17JUN2024_VILLAANA_MADREDEDIOS.wav,30.0,32.0,HARU_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL10_HAWK_17JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,HARU_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,0.0,2.0,HARU_C2,MYLO_C4,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,2.0,4.0,HARU_C1,THAR_B1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,4.0,6.0,HARU_C1,THAR_B1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,8.0,10.0,HARU_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,10.0,12.0,HARU_C1,THAR_B1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,16.0,18.0,MYSP_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,20.0,22.0,HARU_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,22.0,24.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,26.0,28.0,MYME_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,28.0,30.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,30.0,32.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,32.0,34.0,MYSP_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,34.0,36.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,36.0,38.0,MYSP_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,38.0,40.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,THAR_B1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,46.0,48.0,THAR_B1,MYSP_C1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,48.0,50.0,THAR_B1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,50.0,52.0,THAR_B1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,54.0,56.0,MYME_C1,THAR_B1,false_positive
5,FFL-Annotations/Audio/TRIAL10_MODEL_18JUN2024_VILLAANA_MADREDEDIOS.wav,58.0,60.0,MYSP_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL13_MODEL_20JUN2024_VILLAANA_MADREDEDIOS.wav,0.0,2.0,HARU_C1,HARU_C2,false_positive
5,FFL-Annotations/Audio/TRIAL13_MODEL_20JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,HARU_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL13_MODEL_20JUN2024_VILLAANA_MADREDEDIOS.wav,20.0,22.0,HARU_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL13_MODEL_20JUN2024_VILLAANA_MADREDEDIOS.wav,22.0,24.0,HARU_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL13_MODEL_20JUN2024_VILLAANA_MADREDEDIOS.wav,46.0,48.0,HARU_C1,MYSP_C1,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,2.0,4.0,THAR_P1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,4.0,6.0,MYLO_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,MYLO_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,8.0,10.0,HARU_C1,MYME_C1,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,20.0,22.0,HARU_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,28.0,30.0,THAR_B2,THAR_B1,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,32.0,34.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,34.0,36.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,36.0,38.0,THAR_B2,THAR_B1,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,54.0,56.0,MYME_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL16_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,58.0,60.0,THAR_B2,THAR_B1,false_positive
5,FFL-Annotations/Audio/TRIAL19_HAWK_24JUN2024_VILLAANA_MADREDEDIOS.wav,0.0,2.0,MYME_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL19_HAWK_24JUN2024_VILLAANA_MADREDEDIOS.wav,2.0,4.0,HARU_C1,MYLO_C2,false_positive
5,FFL-Annotations/Audio/TRIAL19_HAWK_24JUN2024_VILLAANA_MADREDEDIOS.wav,4.0,6.0,HARU_C1,MYLO_C2,false_positive
5,FFL-Annotations/Audio/TRIAL2_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,0.0,2.0,HARU_C1,THAR_P1,false_positive
5,FFL-Annotations/Audio/TRIAL2_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,58.0,60.0,MYSP_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,0.0,2.0,MYLO_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,2.0,4.0,MYLO_C2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,MYSP_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,12.0,14.0,MYLO_C2,MYME_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,16.0,18.0,MYLO_C4,MYME_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,20.0,22.0,MYLO_C2,MYME_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,22.0,24.0,MYLO_C2,MYME_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,30.0,32.0,MYME_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,32.0,34.0,MYSP_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,34.0,36.0,MYLO_C4,MYLO_C2,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,38.0,40.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,56.0,58.0,THAR_B1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL5_HAWK_14JUN2024_VILLAANA_MADREDEDIOS.wav,58.0,60.0,THAR_B2,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,0.0,2.0,MYSP_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,MYME_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,18.0,20.0,MYME_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,28.0,30.0,MYME_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,40.0,42.0,MYME_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,MYSP_C1,HARU_C1,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,46.0,48.0,HARU_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,54.0,56.0,HARU_C1,THAR_B2,false_positive
5,FFL-Annotations/Audio/TRIAL8_HAWK_16JUN2024_VILLAANA_MADREDEDIOS.wav,58.0,60.0,HARU_C1,THAR_B2,false_positive
