fold,audio_file,begin_time,end_time,label,probability,error_type
1,FFL-Annotations/Audio/TRIAL12_HAWK_18JUN2024_VILLAANA_MADREDEDIOS.wav,8.0,10.0,HARU_C2,0.564930229986002,false_positive
1,FFL-Annotations/Audio/TRIAL12_HAWK_18JUN2024_VILLAANA_MADREDEDIOS.wav,12.0,14.0,HARU_C2,0.5224734517665535,false_positive
1,FFL-Annotations/Audio/TRIAL12_HAWK_18JUN2024_VILLAANA_MADREDEDIOS.wav,14.0,16.0,HARU_C2,0.5430029343290843,false_positive
1,FFL-Annotations/Audio/TRIAL15_HAWK_21JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,HARU_C2,0.5058097511214019,false_positive
1,FFL-Annotations/Audio/TRIAL15_HAWK_21JUN2024_VILLAANA_MADREDEDIOS.wav,48.0,50.0,HARU_C2,0.5073962451352855,false_positive
1,FFL-Annotations/Audio/TRIAL23_HAWK_26JUN2024_VILLAANA_MADREDEDIOS.wav,0.0,2.0,HARU_C2,0.6218628698958436,false_positive
1,FFL-Annotations/Audio/TRIAL26_HAWK_29JUN2024_VILLAANA_MADREDEDIOS.wav,14.0,16.0,HARU_C2,0.13288330063968581,false_negative
1,FFL-Annotations/Audio/TRIAL26_HAWK_29JUN2024_VILLAANA_MADREDEDIOS.wav,24.0,26.0,HARU_C2,0.5368527448729739,false_positive
1,FFL-Annotations/Audio/TRIAL3_HAWK_13JUN2024_VILLAANA_MADREDEDIOS.wav,12.0,14.0,HARU_C2,0.22901081300029716,false_negative
1,FFL-Annotations/Audio/TRIAL3_HAWK_13JUN2024_VILLAANA_MADREDEDIOS.wav,14.0,16.0,HARU_C2,0.19567713485379917,false_negative
1,FFL-Annotations/Audio/TRIAL3_HAWK_13JUN2024_VILLAANA_MADREDEDIOS.wav,16.0,18.0,HARU_C2,0.09963203023323103,false_negative
1,FFL-Annotations/Audio/TRIAL3_HAWK_13JUN2024_VILLAANA_MADREDEDIOS.wav,20.0,22.0,HARU_C2,0.048084805637232615,false_negative
1,FFL-Annotations/Audio/TRIAL3_HAWK_13JUN2024_VILLAANA_MADREDEDIOS.wav,22.0,24.0,HARU_C2,0.426604069630812,false_negative
1,FFL-Annotations/Audio/TRIAL3_HAWK_13JUN2024_VILLAANA_MADREDEDIOS.wav,26.0,28.0,HARU_C2,0.3238470874931413,false_negative
1,FFL-Annotations/Audio/TRIAL3_HAWK_13JUN2024_VILLAANA_MADREDEDIOS.wav,30.0,32.0,HARU_C2,0.07098771622384369,false_negative
2,FFL-Annotations/Audio/TRIAL13_MODEL_20JUN2024_VILLAANA_MADREDEDIOS.wav,2.0,4.0,HARU_C1,0.20305190674308307,false_negative
2,FFL-Annotations/Audio/TRIAL13_MODEL_20JUN2024_VILLAANA_MADREDEDIOS.wav,4.0,6.0,HARU_C1,0.3263832969238749,false_negative
2,FFL-Annotations/Audio/TRIAL13_MODEL_20JUN2024_VILLAANA_MADREDEDIOS.wav,12.0,14.0,HARU_C1,0.4086977477739942,false_negative
2,FFL-Annotations/Audio/TRIAL14_HAWK_21JUN2024_VILLAANA_MADREDEDIOS.wav,2.0,4.0,HARU_C1,0.6832562453192206,false_positive
2,FFL-Annotations/Audio/TRIAL15_MODEL_23JUN2024_VILLAANA_MADREDEDIOS.wav,36.0,38.0,HARU_C1,0.4878198430740652,false_negative
2,FFL-Annotations/Audio/TRIAL15_MODEL_23JUN2024_VILLAANA_MADREDEDIOS.wav,48.0,50.0,HARU_C1,0.4353083052888237,false_negative
2,FFL-Annotations/Audio/TRIAL15_MODEL_23JUN2024_VILLAANA_MADREDEDIOS.wav,54.0,56.0,HARU_C1,0.09339289129912934,false_negative
2,FFL-Annotations/Audio/TRIAL15_MODEL_23JUN2024_VILLAANA_MADREDEDIOS.wav,56.0,58.0,HARU_C1,0.31251378303179506,false_negative
2,FFL-Annotations/Audio/TRIAL17_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,14.0,16.0,HARU_C1,0.35634757375218035,false_negative
2,FFL-Annotations/Audio/TRIAL17_HAWK_22JUN2024_VILLAANA_MADREDEDIOS.wav,22.0,24.0,HARU_C1,0.08950377200443524,false_negative
2,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,22.0,24.0,HARU_C1,0.19836854328466522,false_negative
2,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,24.0,26.0,HARU_C1,0.312044518511487,false_negative
2,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,32.0,34.0,HARU_C1,0.28651619238066384,false_negative
2,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,38.0,40.0,HARU_C1,0.3815017381372563,false_negative
2,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,54.0,56.0,HARU_C1,0.19622742866670512,false_negative
2,FFL-Annotations/Audio/TRIAL1_MODEL_13JUN2024_VILLAANA_MADREDEDIOS.wav,56.0,58.0,HARU_C1,0.13247258029425438,false_negative
